108年08月27日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
11:40:40,"3,021,867","21,532,492","4,966,491","11,233,072","537,988","2,410,710","58,063"
11:40:45,"3,022,372","21,543,630","4,967,893","11,236,166","538,176","2,411,033","58,076"
11:40:50,"3,022,920","21,541,517","4,969,344","11,237,288","538,351","2,411,466","58,094"
11:40:55,"3,023,448","21,538,557","4,970,868","11,241,144","538,523","2,411,811","58,111"
11:41:00,"3,024,004","21,535,224","4,972,551","11,243,150","538,747","2,412,409","58,142"
11:41:05,"3,025,034","21,508,259","4,974,436","11,228,369","538,905","2,413,446","58,160"
11:41:10,"3,025,603","21,519,240","4,976,027","11,249,948","539,082","2,414,055","58,181"
11:41:15,"3,026,522","21,526,909","4,977,944","11,232,738","539,264","2,414,827","58,205"
11:41:20,"3,027,084","21,545,993","4,979,474","11,250,046","539,403","2,415,153","58,222"
11:41:25,"3,028,015","21,515,299","4,981,336","11,231,276","539,560","2,415,620","58,235"
11:41:30,"3,028,716","21,532,154","4,983,158","11,261,942","539,711","2,416,056","58,252"
11:41:35,"3,029,434","21,536,989","4,985,030","11,250,782","539,906","2,417,026","58,273"
11:41:40,"3,030,258","21,524,739","4,986,839","11,237,400","540,056","2,417,565","58,285"
11:41:45,"3,031,034","21,543,087","4,988,559","11,243,610","540,212","2,418,077","58,297"
11:41:50,"3,032,019","21,528,294","4,990,643","11,264,909","540,370","2,418,446","58,312"
11:41:55,"3,032,642","21,540,633","4,992,331","11,244,485","540,482","2,418,773","58,323"
11:42:00,"3,033,150","21,544,909","4,993,876","11,251,684","540,625","2,419,126","58,341"
11:42:05,"3,033,983","21,540,808","4,995,742","11,245,166","540,767","2,419,410","58,354"
11:42:10,"3,034,528","21,535,576","4,997,202","11,249,547","540,954","2,420,407","58,374"
11:42:15,"3,035,424","21,529,634","4,999,111","11,263,852","541,072","2,420,988","58,388"
11:42:20,"3,035,962","21,536,190","5,000,654","11,261,367","541,220","2,421,342","58,407"
11:42:25,"3,036,527","21,531,511","5,002,316","11,273,806","541,374","2,421,741","58,427"
11:42:30,"3,037,186","21,528,053","5,004,094","11,252,218","541,537","2,422,132","58,449"
11:42:35,"3,037,643","21,541,329","5,005,558","11,262,965","541,681","2,422,381","58,463"
11:42:40,"3,038,196","21,547,602","5,007,069","11,264,570","541,846","2,422,693","58,481"
11:42:45,"3,039,037","21,552,634","5,008,905","11,238,995","541,973","2,422,943","58,492"
11:42:50,"3,039,711","21,550,635","5,010,554","11,261,398","542,085","2,423,249","58,501"
11:42:55,"3,040,224","21,555,094","5,012,304","11,258,171","542,213","2,423,596","58,511"
11:43:00,"3,040,817","21,544,308","5,013,782","11,250,219","542,330","2,424,012","58,520"
11:43:05,"3,041,380","21,546,190","5,015,428","11,269,955","542,469","2,424,456","58,533"
11:43:10,"3,042,022","21,543,992","5,017,225","11,259,655","542,604","2,424,790","58,546"
11:43:15,"3,042,507","21,551,405","5,018,683","11,280,201","542,754","2,425,202","58,557"
11:43:20,"3,043,303","21,543,609","5,020,441","11,273,626","542,922","2,425,584","58,575"
11:43:25,"3,043,933","21,551,386","5,022,213","11,275,869","543,050","2,425,968","58,585"
11:43:30,"3,044,614","21,553,031","5,023,907","11,280,628","543,171","2,426,718","58,601"
11:43:35,"3,045,178","21,553,454","5,025,562","11,275,905","543,282","2,426,965","58,610"
11:43:40,"3,045,756","21,553,902","5,027,158","11,275,470","543,443","2,427,390","58,624"
11:43:45,"3,046,636","21,553,188","5,029,099","11,298,444","543,642","2,428,013","58,643"
11:43:50,"3,047,612","21,548,532","5,030,963","11,262,793","543,767","2,428,329","58,653"
11:43:55,"3,048,436","21,559,405","5,032,681","11,264,754","543,934","2,428,877","58,669"
11:44:00,"3,049,335","21,556,527","5,034,533","11,302,509","544,073","2,429,357","58,683"
11:44:05,"3,050,127","21,557,415","5,036,218","11,283,742","544,176","2,429,938","58,694"
11:44:10,"3,050,968","21,569,185","5,037,890","11,286,716","544,315","2,430,419","58,707"
11:44:15,"3,051,502","21,570,526","5,039,392","11,300,184","544,443","2,430,754","58,722"
11:44:20,"3,052,229","21,549,961","5,041,004","11,298,527","544,673","2,431,579","58,750"
11:44:25,"3,052,815","21,571,175","5,042,684","11,295,319","544,790","2,431,774","58,759"
11:44:30,"3,054,159","21,550,843","5,044,944","11,283,164","544,972","2,432,313","58,779"
11:44:35,"3,054,764","21,555,566","5,046,468","11,285,179","545,077","2,432,533","58,791"
11:44:40,"3,055,811","21,568,348","5,048,466","11,299,684","545,195","2,432,771","58,804"
11:44:45,"3,056,334","21,570,706","5,049,984","11,313,825","545,308","2,433,012","58,812"
11:44:50,"3,056,913","21,570,035","5,051,626","11,308,481","545,419","2,433,287","58,824"
11:44:55,"3,057,464","21,574,320","5,053,098","11,308,680","545,565","2,433,605","58,837"
11:45:00,"3,057,993","21,577,753","5,054,692","11,317,984","545,690","2,434,136","58,847"
11:45:05,"3,058,777","21,575,732","5,056,374","11,313,382","545,836","2,434,465","58,863"
11:45:10,"3,059,311","21,580,691","5,057,964","11,324,533","545,958","2,434,741","58,872"
11:45:15,"3,059,957","21,573,369","5,059,434","11,302,745","546,084","2,435,045","58,886"
11:45:20,"3,060,708","21,573,782","5,061,063","11,292,351","546,216","2,435,330","58,900"
11:45:25,"3,061,547","21,577,740","5,062,944","11,299,031","546,385","2,435,945","58,917"
11:45:30,"3,062,112","21,577,203","5,064,591","11,305,539","546,525","2,436,285","58,929"
11:45:35,"3,062,794","21,579,811","5,066,128","11,276,251","546,657","2,436,889","58,938"
11:45:40,"3,063,394","21,583,157","5,067,685","11,296,863","546,779","2,437,238","58,949"
11:45:45,"3,063,790","21,582,387","5,069,141","11,303,525","546,881","2,437,447","58,959"
11:45:50,"3,064,732","21,576,335","5,071,147","11,295,783","547,021","2,437,783","58,971"
11:45:55,"3,065,791","21,562,592","5,073,122","11,301,951","547,220","2,438,403","59,006"
11:46:00,"3,066,374","21,582,254","5,074,610","11,290,199","547,355","2,438,703","59,020"
11:46:05,"3,067,450","21,573,832","5,076,685","11,302,886","547,475","2,439,002","59,033"
11:46:10,"3,068,376","21,578,020","5,078,556","11,287,808","547,627","2,439,361","59,049"
11:46:15,"3,068,826","21,577,436","5,079,906","11,291,637","547,766","2,439,913","59,069"
11:46:20,"3,069,434","21,560,560","5,081,490","11,287,314","547,938","2,440,557","59,096"
11:46:25,"3,069,818","21,579,864","5,082,828","11,274,533","548,077","2,441,046","59,109"
11:46:30,"3,070,514","21,566,733","5,084,363","11,265,010","548,216","2,441,795","59,138"
11:46:35,"3,070,973","21,564,614","5,085,738","11,294,836","548,515","2,442,244","59,161"
11:46:40,"3,071,598","21,567,749","5,087,296","11,290,546","548,621","2,443,019","59,173"
11:46:45,"3,072,204","21,573,062","5,089,030","11,292,903","548,766","2,443,664","59,191"
11:46:50,"3,072,709","21,572,002","5,090,445","11,283,980","548,900","2,444,122","59,205"
11:46:55,"3,073,360","21,569,458","5,091,996","11,295,155","549,045","2,444,707","59,224"
11:47:00,"3,074,012","21,549,691","5,093,685","11,277,010","549,194","2,445,380","59,256"
11:47:05,"3,074,854","21,566,034","5,095,517","11,287,785","549,311","2,445,710","59,265"
11:47:10,"3,075,322","21,581,138","5,096,949","11,301,268","549,486","2,446,073","59,280"
11:47:15,"3,075,906","21,583,958","5,098,399","11,295,124","549,609","2,446,414","59,288"
11:47:20,"3,076,522","21,589,189","5,099,923","11,306,615","549,739","2,446,701","59,296"
11:47:25,"3,076,897","21,596,215","5,101,277","11,302,992","549,873","2,447,002","59,307"
11:47:30,"3,077,451","21,594,861","5,102,686","11,309,816","550,013","2,447,351","59,326"
11:47:35,"3,077,906","21,596,489","5,104,043","11,300,890","550,192","2,447,807","59,340"
11:47:40,"3,078,388","21,593,001","5,105,435","11,298,810","550,361","2,448,314","59,354"
11:47:45,"3,079,274","21,589,587","5,107,329","11,298,706","550,509","2,448,993","59,368"
11:47:50,"3,080,020","21,590,480","5,109,037","11,285,076","550,661","2,449,392","59,385"
11:47:55,"3,080,695","21,581,144","5,110,801","11,286,342","550,818","2,449,883","59,403"
11:48:00,"3,081,190","21,586,254","5,112,370","11,315,854","550,968","2,450,332","59,420"
11:48:05,"3,081,880","21,576,299","5,114,051","11,313,874","551,127","2,450,718","59,434"
11:48:10,"3,082,475","21,579,854","5,115,646","11,318,488","551,280","2,451,240","59,452"
11:48:15,"3,083,026","21,583,335","5,117,191","11,298,407","551,429","2,451,676","59,463"
11:48:20,"3,083,935","21,585,644","5,118,984","11,301,212","551,581","2,452,105","59,480"
11:48:25,"3,084,516","21,594,753","5,120,511","11,294,599","551,718","2,452,468","59,492"
11:48:30,"3,085,520","21,583,590","5,122,479","11,308,963","551,941","2,453,083","59,512"
11:48:35,"3,086,443","21,582,184","5,124,610","11,333,354","552,092","2,453,376","59,537"
11:48:40,"3,087,410","21,569,642","5,126,596","11,288,425","552,288","2,454,540","59,562"
11:48:45,"3,088,549","21,585,448","5,128,871","11,311,188","552,429","2,454,953","59,577"
11:48:50,"3,089,771","21,581,167","5,131,206","11,301,083","552,606","2,455,589","59,602"
11:48:55,"3,090,504","21,598,679","5,132,858","11,284,921","552,810","2,456,341","59,615"
11:49:00,"3,091,290","21,598,572","5,134,661","11,292,889","552,973","2,456,723","59,630"
11:49:05,"3,092,049","21,596,069","5,136,485","11,305,269","553,183","2,457,707","59,649"
11:49:10,"3,092,645","21,585,375","5,138,205","11,327,132","553,339","2,458,491","59,661"
11:49:15,"3,093,505","21,597,269","5,139,988","11,304,228","553,533","2,459,395","59,678"
11:49:20,"3,094,377","21,590,735","5,141,671","11,283,045","553,693","2,460,057","59,698"
11:49:25,"3,095,319","21,598,085","5,143,725","11,324,449","553,837","2,460,502","59,710"
11:49:30,"3,095,795","21,603,117","5,145,229","11,324,687","554,000","2,461,346","59,734"
11:49:35,"3,096,263","21,607,548","5,146,829","11,328,841","554,123","2,461,685","59,750"
11:49:40,"3,096,685","21,607,865","5,148,403","11,330,515","554,254","2,462,031","59,764"
11:49:45,"3,097,300","21,605,004","5,150,001","11,329,127","554,392","2,462,455","59,779"
11:49:50,"3,097,794","21,613,830","5,151,535","11,333,539","554,503","2,462,803","59,798"
11:49:55,"3,098,401","21,611,288","5,153,037","11,320,263","554,606","2,462,986","59,806"
11:50:00,"3,099,336","21,612,670","5,154,942","11,319,989","554,758","2,463,346","59,823"
11:50:05,"3,100,514","21,608,408","5,157,110","11,293,116","554,925","2,463,803","59,842"
11:50:10,"3,101,170","21,609,061","5,158,600","11,286,641","555,027","2,464,100","59,850"
11:50:15,"3,101,870","21,618,564","5,160,350","11,308,814","555,198","2,464,501","59,869"
11:50:20,"3,102,589","21,607,673","5,161,964","11,293,146","555,301","2,464,882","59,883"
11:50:25,"3,103,127","21,616,937","5,163,545","11,316,287","555,519","2,465,492","59,904"
11:50:30,"3,103,798","21,607,859","5,165,036","11,302,313","555,721","2,466,586","59,926"
11:50:35,"3,104,331","21,608,028","5,166,476","11,294,556","555,884","2,467,008","59,940"
11:50:40,"3,105,147","21,616,907","5,168,281","11,315,867","556,024","2,467,315","59,954"
11:50:45,"3,105,870","21,620,289","5,169,832","11,306,259","556,182","2,467,814","59,987"
11:50:50,"3,106,689","21,618,516","5,171,709","11,313,488","556,351","2,468,415","60,006"
11:50:55,"3,108,074","21,612,601","5,173,905","11,299,077","556,537","2,468,778","60,026"
11:51:00,"3,108,761","21,620,729","5,175,493","11,297,913","556,662","2,469,481","60,041"
11:51:05,"3,109,274","21,623,457","5,176,846","11,289,623","556,886","2,470,287","60,060"
11:51:10,"3,110,034","21,630,728","5,178,619","11,313,410","557,081","2,470,774","60,085"
11:51:15,"3,110,525","21,617,917","5,180,035","11,303,107","557,257","2,471,214","60,102"
11:51:20,"3,111,153","21,631,360","5,181,683","11,286,521","557,427","2,471,658","60,122"
11:51:25,"3,112,025","21,616,057","5,183,753","11,309,302","557,600","2,472,257","60,137"
11:51:30,"3,113,206","21,629,594","5,186,090","11,316,673","557,772","2,473,401","60,160"
11:51:35,"3,114,189","21,629,458","5,188,184","11,294,245","557,934","2,473,824","60,176"
11:51:40,"3,114,715","21,630,757","5,189,864","11,328,842","558,132","2,474,474","60,198"
11:51:45,"3,115,773","21,612,461","5,191,942","11,326,589","558,296","2,474,833","60,212"
11:51:50,"3,116,538","21,615,454","5,193,762","11,322,729","558,511","2,475,316","60,235"
11:51:55,"3,117,453","21,627,537","5,195,677","11,325,308","558,655","2,475,600","60,252"
11:52:00,"3,118,329","21,633,992","5,197,436","11,309,304","558,820","2,476,200","60,268"
11:52:05,"3,119,250","21,635,450","5,199,375","11,311,741","558,983","2,476,577","60,282"
11:52:10,"3,119,976","21,644,180","5,201,050","11,299,657","559,125","2,476,897","60,292"
11:52:15,"3,120,775","21,640,154","5,202,836","11,319,625","559,270","2,477,190","60,304"
11:52:20,"3,121,482","21,637,640","5,204,700","11,314,875","559,421","2,477,773","60,319"
11:52:25,"3,122,266","21,638,020","5,206,433","11,303,753","559,613","2,478,287","60,335"
11:52:30,"3,123,095","21,633,879","5,208,212","11,322,612","559,770","2,478,617","60,353"
11:52:35,"3,123,595","21,625,292","5,209,767","11,304,475","559,949","2,479,278","60,369"
11:52:40,"3,124,122","21,640,277","5,211,400","11,309,341","560,052","2,479,533","60,379"
11:52:45,"3,124,956","21,642,143","5,213,165","11,323,727","560,180","2,480,770","60,391"
11:52:50,"3,125,697","21,646,948","5,214,884","11,319,245","560,319","2,481,058","60,404"
11:52:55,"3,126,147","21,652,301","5,216,466","11,327,720","560,429","2,481,254","60,412"
11:53:00,"3,126,780","21,641,010","5,218,089","11,328,565","560,565","2,481,552","60,426"
11:53:05,"3,127,673","21,640,403","5,219,867","11,343,074","560,676","2,481,798","60,435"
11:53:10,"3,128,560","21,642,175","5,221,801","11,356,044","560,791","2,482,270","60,449"
11:53:15,"3,129,380","21,634,245","5,223,508","11,303,168","560,931","2,482,702","60,464"
11:53:20,"3,130,193","21,639,969","5,225,314","11,310,606","561,031","2,482,878","60,473"
11:53:25,"3,131,361","21,640,311","5,227,415","11,319,369","561,257","2,483,398","60,492"
11:53:30,"3,132,011","21,640,094","5,229,048","11,344,937","561,357","2,483,611","60,502"
11:53:35,"3,132,524","21,639,013","5,230,530","11,342,877","561,460","2,483,856","60,513"
11:53:40,"3,133,010","21,646,753","5,232,158","11,359,135","561,571","2,484,037","60,522"
11:53:45,"3,133,697","21,635,572","5,233,882","11,348,626","561,673","2,484,268","60,531"
11:53:50,"3,134,285","21,657,694","5,235,417","11,347,371","561,780","2,484,471","60,543"
11:53:55,"3,135,077","21,641,635","5,237,255","11,361,501","561,957","2,484,836","60,561"
11:54:00,"3,135,733","21,645,579","5,238,891","11,337,331","562,084","2,485,168","60,574"
11:54:05,"3,136,526","21,640,753","5,240,647","11,338,749","562,238","2,485,773","60,588"
11:54:10,"3,137,107","21,639,443","5,242,164","11,342,807","562,342","2,485,975","60,600"
11:54:15,"3,137,887","21,644,260","5,243,899","11,349,906","562,457","2,486,191","60,610"
11:54:20,"3,138,374","21,640,559","5,245,486","11,362,002","562,538","2,486,349","60,617"
11:54:25,"3,138,908","21,639,831","5,246,921","11,358,784","562,663","2,486,577","60,628"
11:54:30,"3,139,306","21,641,261","5,248,285","11,369,399","562,745","2,486,738","60,635"
11:54:35,"3,139,828","21,635,775","5,249,961","11,378,253","562,875","2,487,296","60,647"
11:54:40,"3,140,395","21,630,962","5,251,497","11,363,874","563,003","2,487,558","60,660"
11:54:45,"3,141,156","21,640,939","5,253,218","11,343,180","563,125","2,487,840","60,673"
11:54:50,"3,142,071","21,637,120","5,255,111","11,334,077","563,307","2,488,443","60,699"
11:54:55,"3,142,802","21,650,369","5,256,741","11,313,770","563,431","2,488,773","60,712"
11:55:00,"3,143,365","21,652,952","5,258,322","11,346,216","563,593","2,489,115","60,726"
11:55:05,"3,144,359","21,649,315","5,260,380","11,342,879","563,746","2,489,472","60,739"
11:55:10,"3,145,193","21,652,843","5,262,384","11,355,446","563,907","2,490,045","60,755"
11:55:15,"3,146,362","21,635,312","5,264,594","11,342,079","564,098","2,490,433","60,775"
11:55:20,"3,146,766","21,639,090","5,266,099","11,352,426","564,231","2,490,802","60,792"
11:55:25,"3,147,743","21,647,069","5,268,224","11,349,833","564,488","2,491,680","60,818"
11:55:30,"3,148,260","21,654,076","5,269,738","11,344,175","564,659","2,492,022","60,837"
11:55:35,"3,149,058","21,642,806","5,271,524","11,331,652","564,799","2,492,282","60,857"
11:55:40,"3,149,906","21,646,366","5,273,440","11,337,220","564,948","2,492,697","60,872"
11:55:45,"3,150,602","21,640,104","5,275,268","11,326,736","565,129","2,493,409","60,889"
11:55:50,"3,151,251","21,639,630","5,276,980","11,340,326","565,283","2,493,758","60,909"
11:55:55,"3,151,902","21,640,437","5,278,790","11,340,683","565,429","2,494,267","60,926"
11:56:00,"3,152,341","21,646,837","5,280,297","11,345,054","565,548","2,494,497","60,938"
11:56:05,"3,152,983","21,630,476","5,282,043","11,336,627","565,703","2,494,822","60,953"
11:56:10,"3,153,650","21,633,333","5,283,697","11,332,010","565,860","2,495,399","60,969"
11:56:15,"3,154,364","21,633,408","5,285,532","11,347,988","566,008","2,495,755","60,984"
11:56:20,"3,154,915","21,640,478","5,287,107","11,337,070","566,159","2,496,087","60,998"
11:56:25,"3,155,736","21,634,897","5,288,933","11,341,757","566,261","2,496,662","61,009"
11:56:30,"3,156,447","21,636,848","5,290,600","11,342,668","566,403","2,496,962","61,020"
11:56:35,"3,157,052","21,638,458","5,292,357","11,356,180","566,541","2,497,435","61,035"
11:56:40,"3,157,621","21,649,116","5,293,840","11,348,772","566,679","2,497,640","61,048"
11:56:45,"3,158,100","21,652,400","5,295,270","11,342,159","566,809","2,498,202","61,061"
11:56:50,"3,158,799","21,624,783","5,296,919","11,351,537","566,974","2,498,643","61,079"
11:56:55,"3,159,436","21,650,236","5,298,559","11,369,081","567,103","2,498,935","61,091"
11:57:00,"3,159,989","21,647,260","5,300,162","11,368,836","567,256","2,499,457","61,110"
11:57:05,"3,160,613","21,639,033","5,301,648","11,348,786","567,418","2,499,993","61,124"
