108年08月27日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
11:15:30,"2,766,287","21,358,720","4,400,383","11,059,515","486,522","2,228,644","52,713"
11:15:35,"2,767,175","21,324,082","4,402,254","11,061,789","486,674","2,229,118","52,727"
11:15:40,"2,767,944","21,324,253","4,403,976","11,024,303","486,888","2,229,971","52,748"
11:15:45,"2,768,718","21,322,799","4,405,613","11,038,039","487,135","2,231,453","52,783"
11:15:50,"2,769,746","21,335,401","4,407,470","11,019,326","487,304","2,232,091","52,799"
11:15:55,"2,770,934","21,333,065","4,409,510","11,026,389","487,427","2,232,317","52,808"
11:16:00,"2,771,683","21,345,860","4,411,270","11,039,887","487,618","2,232,892","52,826"
11:16:05,"2,772,751","21,347,741","4,413,356","11,046,604","487,794","2,233,571","52,842"
11:16:10,"2,773,428","21,356,560","4,415,122","11,063,821","487,969","2,234,013","52,860"
11:16:15,"2,774,048","21,343,386","4,416,715","11,052,015","488,131","2,234,809","52,877"
11:16:20,"2,774,663","21,341,878","4,418,311","11,041,311","488,309","2,235,204","52,892"
11:16:25,"2,775,445","21,359,916","4,420,086","11,044,942","488,442","2,235,684","52,903"
11:16:30,"2,776,231","21,333,242","4,421,801","11,063,536","488,645","2,236,240","52,925"
11:16:35,"2,777,052","21,352,562","4,423,530","11,061,310","488,815","2,236,797","52,955"
11:16:40,"2,778,071","21,341,018","4,425,472","11,051,455","488,979","2,237,480","52,969"
11:16:45,"2,779,058","21,357,840","4,427,512","11,050,324","489,139","2,238,010","52,989"
11:16:50,"2,780,214","21,352,140","4,429,580","11,050,272","489,348","2,238,940","53,022"
11:16:55,"2,780,985","21,369,411","4,431,379","11,062,392","489,454","2,239,305","53,032"
11:17:00,"2,781,691","21,376,494","4,433,083","11,063,099","489,633","2,239,692","53,061"
11:17:05,"2,782,775","21,369,376","4,434,947","11,052,388","489,838","2,240,291","53,084"
11:17:10,"2,784,290","21,339,873","4,437,355","11,053,738","490,095","2,241,442","53,119"
11:17:15,"2,785,445","21,352,569","4,439,443","11,058,286","490,306","2,243,317","53,168"
11:17:20,"2,786,226","21,353,962","4,441,228","11,044,968","490,472","2,243,880","53,193"
11:17:25,"2,787,160","21,357,421","4,443,147","11,045,400","490,616","2,244,210","53,208"
11:17:30,"2,788,059","21,345,004","4,444,898","11,054,559","490,865","2,245,077","53,235"
11:17:35,"2,789,122","21,351,201","4,446,813","11,044,163","491,103","2,245,715","53,259"
11:17:40,"2,790,297","21,353,916","4,448,956","11,038,259","491,345","2,246,414","53,285"
11:17:45,"2,791,542","21,356,240","4,451,268","11,027,513","491,541","2,246,977","53,310"
11:17:50,"2,792,694","21,346,154","4,453,419","11,048,698","491,706","2,247,393","53,326"
11:17:55,"2,793,632","21,367,751","4,455,293","11,057,862","491,837","2,247,841","53,337"
11:18:00,"2,794,507","21,355,161","4,457,402","11,062,785","491,976","2,248,146","53,350"
11:18:05,"2,795,470","21,364,074","4,459,436","11,079,308","492,143","2,248,663","53,377"
11:18:10,"2,796,498","21,368,860","4,461,406","11,065,679","492,318","2,249,176","53,394"
11:18:15,"2,797,577","21,366,638","4,463,545","11,081,627","492,463","2,249,645","53,418"
11:18:20,"2,798,261","21,378,729","4,465,241","11,065,339","492,627","2,250,033","53,440"
11:18:25,"2,799,304","21,379,513","4,467,322","11,073,759","492,766","2,250,508","53,455"
11:18:30,"2,800,081","21,353,328","4,469,014","11,050,296","492,980","2,251,804","53,477"
11:18:35,"2,801,102","21,380,323","4,471,148","11,068,850","493,161","2,252,353","53,502"
11:18:40,"2,802,385","21,368,243","4,473,418","11,055,648","493,349","2,252,906","53,527"
11:18:45,"2,803,605","21,381,838","4,475,748","11,062,417","493,486","2,253,401","53,540"
11:18:50,"2,804,960","21,371,686","4,478,284","11,077,488","493,649","2,253,849","53,556"
11:18:55,"2,806,245","21,357,533","4,480,730","11,079,124","493,838","2,254,360","53,573"
11:19:00,"2,807,350","21,353,759","4,482,835","11,084,227","494,023","2,255,025","53,595"
11:19:05,"2,808,602","21,381,206","4,485,085","11,095,718","494,204","2,255,946","53,614"
11:19:10,"2,809,313","21,377,915","4,486,645","11,075,105","494,346","2,256,675","53,631"
11:19:15,"2,810,781","21,357,261","4,489,090","11,073,967","494,569","2,258,136","53,664"
11:19:20,"2,812,250","21,366,798","4,491,789","11,080,194","494,842","2,259,402","53,696"
11:19:25,"2,813,307","21,391,184","4,493,833","11,085,811","495,032","2,260,083","53,714"
11:19:30,"2,814,394","21,380,763","4,495,984","11,076,406","495,330","2,261,655","53,736"
11:19:35,"2,815,338","21,389,180","4,497,960","11,081,652","495,520","2,262,443","53,764"
11:19:40,"2,816,151","21,400,746","4,499,922","11,105,712","495,697","2,263,061","53,788"
11:19:45,"2,817,128","21,386,361","4,501,845","11,091,769","495,891","2,263,710","53,808"
11:19:50,"2,817,825","21,372,595","4,503,403","11,059,768","496,020","2,263,952","53,820"
11:19:55,"2,818,485","21,374,166","4,505,035","11,058,674","496,218","2,264,396","53,838"
11:20:00,"2,819,333","21,384,192","4,506,848","11,084,130","496,391","2,265,592","53,858"
11:20:05,"2,820,162","21,385,812","4,508,660","11,069,667","496,569","2,266,236","53,879"
11:20:10,"2,821,045","21,392,274","4,510,618","11,076,126","496,736","2,266,714","53,893"
11:20:15,"2,821,892","21,379,172","4,512,517","11,070,930","496,970","2,267,598","53,914"
11:20:20,"2,822,704","21,395,639","4,514,500","11,071,255","497,106","2,267,978","53,924"
11:20:25,"2,823,577","21,393,538","4,516,379","11,073,472","497,347","2,268,994","53,947"
11:20:30,"2,824,458","21,401,708","4,518,298","11,074,255","497,650","2,270,000","53,975"
11:20:35,"2,825,202","21,396,193","4,519,935","11,067,327","497,852","2,271,113","53,995"
11:20:40,"2,826,035","21,396,857","4,521,806","11,072,036","497,991","2,271,443","54,010"
11:20:45,"2,826,889","21,405,538","4,523,530","11,067,215","498,200","2,272,108","54,024"
11:20:50,"2,827,794","21,410,319","4,525,406","11,079,817","498,366","2,272,507","54,042"
11:20:55,"2,828,644","21,406,690","4,527,295","11,078,063","498,549","2,273,090","54,058"
11:21:00,"2,829,296","21,415,563","4,528,907","11,089,529","498,664","2,273,405","54,069"
11:21:05,"2,830,114","21,410,603","4,530,714","11,089,122","498,800","2,273,790","54,081"
11:21:10,"2,830,777","21,413,062","4,532,419","11,103,592","498,942","2,274,725","54,097"
11:21:15,"2,831,575","21,405,981","4,534,255","11,084,386","499,117","2,275,288","54,111"
11:21:20,"2,832,213","21,417,614","4,535,906","11,088,395","499,298","2,276,383","54,125"
11:21:25,"2,833,318","21,407,192","4,537,880","11,072,896","499,490","2,278,974","54,147"
11:21:30,"2,834,084","21,398,106","4,539,633","11,087,518","499,691","2,279,903","54,170"
11:21:35,"2,834,937","21,402,788","4,541,436","11,090,947","499,913","2,280,428","54,189"
11:21:40,"2,835,946","21,408,905","4,543,271","11,083,505","500,105","2,281,085","54,207"
11:21:45,"2,837,181","21,410,635","4,545,570","11,080,859","500,315","2,281,920","54,228"
11:21:50,"2,837,792","21,402,191","4,547,089","11,079,320","500,522","2,282,579","54,244"
11:21:55,"2,838,773","21,420,027","4,549,067","11,090,060","500,751","2,283,139","54,267"
11:22:00,"2,839,915","21,424,858","4,551,344","11,110,497","500,940","2,283,567","54,283"
11:22:05,"2,840,926","21,428,319","4,553,331","11,077,155","501,154","2,284,066","54,303"
11:22:10,"2,841,605","21,436,829","4,555,149","11,105,953","501,379","2,284,578","54,325"
11:22:15,"2,842,347","21,433,001","4,556,871","11,103,467","501,576","2,285,014","54,342"
11:22:20,"2,843,012","21,434,318","4,558,697","11,096,413","501,781","2,285,964","54,360"
11:22:25,"2,843,597","21,438,462","4,560,220","11,104,206","501,928","2,286,314","54,371"
11:22:30,"2,844,207","21,423,787","4,561,874","11,102,102","502,070","2,286,693","54,382"
11:22:35,"2,844,799","21,422,155","4,563,392","11,098,063","502,232","2,287,095","54,396"
11:22:40,"2,845,801","21,393,123","4,565,460","11,078,505","502,409","2,287,842","54,416"
11:22:45,"2,846,493","21,415,437","4,567,260","11,089,859","502,522","2,288,107","54,425"
11:22:50,"2,847,561","21,398,736","4,569,272","11,075,288","502,854","2,289,710","54,452"
11:22:55,"2,848,157","21,412,342","4,570,847","11,073,561","503,033","2,290,617","54,467"
11:23:00,"2,849,003","21,403,480","4,572,638","11,075,579","503,204","2,291,104","54,483"
11:23:05,"2,850,030","21,401,893","4,574,478","11,053,630","503,382","2,292,387","54,512"
11:23:10,"2,851,116","21,425,974","4,576,397","11,072,496","503,531","2,292,841","54,526"
11:23:15,"2,851,828","21,421,068","4,578,127","11,073,634","503,692","2,293,269","54,540"
11:23:20,"2,852,561","21,422,497","4,579,838","11,068,797","503,865","2,293,664","54,551"
11:23:25,"2,853,379","21,403,412","4,581,755","11,076,069","504,049","2,294,216","54,570"
11:23:30,"2,854,462","21,381,680","4,583,847","11,064,419","504,188","2,294,526","54,582"
11:23:35,"2,855,485","21,400,324","4,585,761","11,076,908","504,345","2,294,930","54,593"
11:23:40,"2,856,403","21,417,786","4,587,716","11,110,029","504,467","2,295,227","54,604"
11:23:45,"2,857,372","21,387,605","4,589,682","11,100,874","504,630","2,295,681","54,618"
11:23:50,"2,858,199","21,405,889","4,591,296","11,063,603","504,775","2,296,257","54,633"
11:23:55,"2,859,051","21,431,787","4,593,208","11,099,071","504,904","2,296,582","54,643"
11:24:00,"2,859,602","21,432,493","4,594,943","11,107,473","505,049","2,296,927","54,655"
11:24:05,"2,860,359","21,422,072","4,596,642","11,094,849","505,189","2,297,335","54,668"
11:24:10,"2,860,998","21,427,697","4,598,396","11,104,868","505,375","2,297,915","54,689"
11:24:15,"2,861,968","21,425,252","4,600,362","11,100,547","505,528","2,298,225","54,705"
11:24:20,"2,863,139","21,424,684","4,602,564","11,130,103","505,692","2,298,766","54,721"
11:24:25,"2,863,881","21,431,019","4,604,318","11,125,987","505,845","2,299,435","54,732"
11:24:30,"2,864,496","21,438,770","4,606,004","11,131,879","505,978","2,299,682","54,745"
11:24:35,"2,865,236","21,435,783","4,607,938","11,147,970","506,127","2,300,061","54,760"
11:24:40,"2,865,758","21,439,129","4,609,621","11,140,252","506,256","2,300,584","54,773"
11:24:45,"2,866,238","21,439,048","4,611,286","11,156,533","506,410","2,300,895","54,791"
11:24:50,"2,867,105","21,420,779","4,613,038","11,113,122","506,580","2,301,453","54,809"
11:24:55,"2,867,961","21,427,445","4,614,870","11,137,233","506,720","2,301,793","54,819"
11:25:00,"2,868,663","21,437,602","4,616,497","11,139,377","506,850","2,302,153","54,829"
11:25:05,"2,869,683","21,437,562","4,618,686","11,137,131","507,002","2,302,507","54,841"
11:25:10,"2,870,593","21,409,272","4,620,825","11,121,059","507,182","2,303,115","54,860"
11:25:15,"2,872,095","21,425,747","4,623,403","11,135,465","507,371","2,304,112","54,886"
11:25:20,"2,873,392","21,409,856","4,625,809","11,154,169","507,578","2,305,176","54,912"
11:25:25,"2,874,197","21,419,039","4,627,566","11,127,338","507,733","2,305,572","54,926"
11:25:30,"2,874,994","21,424,962","4,629,172","11,097,481","507,925","2,306,582","54,942"
11:25:35,"2,876,044","21,423,909","4,631,462","11,139,655","508,145","2,307,326","54,961"
11:25:40,"2,876,737","21,424,283","4,633,280","11,142,372","508,263","2,307,687","54,972"
11:25:45,"2,877,684","21,424,953","4,635,507","11,152,395","508,400","2,308,197","54,990"
11:25:50,"2,878,495","21,420,978","4,637,361","11,125,125","508,588","2,308,814","55,007"
11:25:55,"2,879,500","21,430,868","4,639,490","11,144,661","508,750","2,309,886","55,023"
11:26:00,"2,880,113","21,436,789","4,641,133","11,152,837","508,882","2,310,684","55,034"
11:26:05,"2,880,921","21,439,933","4,643,045","11,171,498","509,047","2,311,184","55,054"
11:26:10,"2,881,643","21,436,288","4,644,778","11,139,846","509,238","2,311,705","55,072"
11:26:15,"2,882,462","21,451,600","4,646,837","11,174,397","509,518","2,312,828","55,110"
11:26:20,"2,883,104","21,448,620","4,648,476","11,143,868","509,670","2,313,295","55,122"
11:26:25,"2,883,906","21,450,942","4,650,371","11,153,579","509,876","2,313,794","55,144"
11:26:30,"2,884,760","21,450,272","4,652,166","11,137,101","510,076","2,314,547","55,162"
11:26:35,"2,885,856","21,447,375","4,654,216","11,131,439","510,288","2,315,002","55,181"
11:26:40,"2,887,103","21,447,797","4,656,416","11,146,362","510,427","2,315,405","55,192"
11:26:45,"2,888,170","21,439,389","4,658,723","11,154,240","510,589","2,315,820","55,205"
11:26:50,"2,889,064","21,447,670","4,660,661","11,144,454","510,769","2,316,295","55,224"
11:26:55,"2,889,620","21,453,774","4,662,351","11,158,132","510,909","2,316,598","55,234"
11:27:00,"2,890,457","21,456,912","4,664,230","11,150,367","511,082","2,317,007","55,254"
11:27:05,"2,891,179","21,458,435","4,666,041","11,146,084","511,243","2,317,432","55,271"
11:27:10,"2,892,486","21,448,004","4,668,503","11,149,611","511,450","2,318,042","55,291"
11:27:15,"2,893,757","21,444,021","4,670,745","11,150,071","511,606","2,318,581","55,307"
11:27:20,"2,894,768","21,452,130","4,672,959","11,159,507","511,763","2,319,165","55,319"
11:27:25,"2,895,923","21,454,446","4,675,165","11,152,654","511,930","2,319,551","55,332"
11:27:30,"2,896,625","21,462,889","4,676,963","11,133,995","512,098","2,320,056","55,348"
11:27:35,"2,897,507","21,456,477","4,678,801","11,149,798","512,265","2,321,119","55,372"
11:27:40,"2,898,087","21,458,852","4,680,487","11,165,771","512,403","2,321,474","55,387"
11:27:45,"2,898,875","21,462,733","4,682,225","11,163,667","512,536","2,321,729","55,401"
11:27:50,"2,899,485","21,456,212","4,683,912","11,187,063","512,691","2,322,161","55,417"
11:27:55,"2,900,181","21,450,644","4,685,621","11,160,024","512,817","2,322,481","55,429"
11:28:00,"2,901,150","21,446,418","4,687,501","11,167,147","513,008","2,323,014","55,453"
11:28:05,"2,902,417","21,419,175","4,689,664","11,141,311","513,177","2,323,606","55,470"
11:28:10,"2,903,210","21,442,248","4,691,466","11,156,643","513,321","2,324,015","55,483"
11:28:15,"2,904,119","21,419,929","4,693,426","11,144,063","513,449","2,324,438","55,494"
11:28:20,"2,905,003","21,455,027","4,695,438","11,143,262","513,625","2,325,045","55,508"
11:28:25,"2,905,933","21,450,284","4,697,525","11,152,284","513,793","2,325,379","55,524"
11:28:30,"2,907,033","21,416,853","4,699,661","11,139,576","513,935","2,325,738","55,536"
11:28:35,"2,908,098","21,440,482","4,701,914","11,139,588","514,060","2,326,171","55,549"
11:28:40,"2,908,838","21,451,271","4,703,644","11,151,583","514,202","2,326,493","55,562"
11:28:45,"2,909,514","21,450,436","4,705,605","11,179,959","514,317","2,326,848","55,572"
11:28:50,"2,910,127","21,460,297","4,707,391","11,145,198","514,449","2,327,350","55,584"
11:28:55,"2,910,838","21,452,646","4,709,201","11,168,136","514,583","2,327,778","55,599"
11:29:00,"2,911,691","21,466,516","4,711,173","11,172,489","514,696","2,328,149","55,608"
11:29:05,"2,912,508","21,462,477","4,713,131","11,171,926","514,886","2,328,545","55,626"
11:29:10,"2,913,159","21,463,758","4,714,909","11,182,767","515,015","2,328,776","55,637"
11:29:15,"2,913,809","21,435,955","4,716,570","11,163,213","515,165","2,329,187","55,653"
11:29:20,"2,914,662","21,474,795","4,718,370","11,171,752","515,304","2,329,683","55,667"
11:29:25,"2,915,624","21,457,813","4,720,219","11,163,352","515,463","2,330,143","55,683"
11:29:30,"2,916,330","21,460,947","4,721,975","11,158,122","515,593","2,330,576","55,694"
11:29:35,"2,917,021","21,461,169","4,724,024","11,180,106","515,741","2,331,108","55,713"
11:29:40,"2,917,956","21,459,729","4,726,044","11,155,773","515,907","2,331,474","55,726"
11:29:45,"2,918,629","21,466,082","4,727,677","11,172,094","516,045","2,331,711","55,736"
11:29:50,"2,919,267","21,468,469","4,729,363","11,177,396","516,218","2,332,411","55,751"
11:29:55,"2,919,896","21,467,835","4,731,095","11,174,334","516,355","2,332,865","55,764"
11:30:00,"2,921,115","21,464,780","4,733,289","11,158,382","516,493","2,333,216","55,775"
11:30:05,"2,922,371","21,464,977","4,735,509","11,154,356","516,682","2,333,913","55,789"
11:30:10,"2,924,266","21,456,079","4,738,650","11,163,964","516,897","2,335,416","55,815"
11:30:15,"2,925,009","21,467,610","4,740,516","11,184,651","517,078","2,336,101","55,848"
11:30:20,"2,926,279","21,450,907","4,742,819","11,192,073","517,249","2,337,016","55,878"
11:30:25,"2,927,208","21,484,880","4,744,896","11,182,375","517,383","2,338,686","55,896"
11:30:30,"2,927,928","21,483,744","4,746,656","11,185,397","517,517","2,339,107","55,907"
11:30:35,"2,928,795","21,487,600","4,748,440","11,207,047","517,669","2,339,661","55,918"
11:30:40,"2,929,587","21,490,953","4,750,302","11,186,993","517,790","2,340,083","55,931"
11:30:45,"2,930,309","21,494,489","4,752,025","11,193,874","517,995","2,340,963","55,950"
11:30:50,"2,931,746","21,483,760","4,754,309","11,169,630","518,214","2,342,718","55,972"
11:30:55,"2,932,928","21,462,108","4,756,359","11,170,142","518,380","2,343,198","55,993"
11:31:00,"2,933,641","21,468,238","4,757,976","11,174,355","518,567","2,344,028","56,010"
11:31:05,"2,934,262","21,472,128","4,759,715","11,193,361","518,726","2,344,540","56,024"
11:31:10,"2,934,905","21,472,838","4,761,414","11,186,906","518,991","2,345,757","56,067"
11:31:15,"2,935,724","21,476,568","4,763,342","11,175,500","519,179","2,346,686","56,090"
11:31:20,"2,936,941","21,478,407","4,765,510","11,158,917","519,383","2,347,761","56,119"
11:31:25,"2,937,616","21,491,640","4,767,226","11,160,018","519,858","2,349,794","56,220"
11:31:30,"2,938,370","21,487,147","4,768,973","11,157,526","520,057","2,350,552","56,250"
11:31:35,"2,939,927","21,480,909","4,771,386","11,149,877","520,349","2,351,927","56,277"
11:31:40,"2,940,621","21,477,561","4,773,082","11,164,328","520,570","2,353,009","56,298"
11:31:45,"2,941,359","21,493,875","4,774,838","11,179,605","520,770","2,353,535","56,322"
11:31:50,"2,942,254","21,488,223","4,776,788","11,184,452","520,936","2,354,293","56,338"
11:31:55,"2,943,031","21,504,054","4,778,518","11,176,036","521,149","2,355,191","56,363"
11:32:00,"2,943,673","21,510,371","4,780,199","11,175,404","521,296","2,355,643","56,377"
11:32:05,"2,944,496","21,514,200","4,782,084","11,171,264","521,441","2,355,985","56,391"
11:32:10,"2,945,006","21,514,096","4,783,692","11,192,573","521,589","2,356,435","56,405"
11:32:15,"2,945,878","21,512,955","4,785,500","11,179,001","521,843","2,357,286","56,431"
11:32:20,"2,947,071","21,501,252","4,787,621","11,173,793","522,017","2,357,739","56,447"
11:32:25,"2,948,074","21,504,964","4,789,704","11,173,401","522,179","2,358,348","56,459"
11:32:30,"2,948,690","21,502,007","4,791,376","11,175,688","522,373","2,359,033","56,478"
11:32:35,"2,949,318","21,511,920","4,793,154","11,197,121","522,516","2,359,389","56,490"
11:32:40,"2,949,893","21,511,198","4,794,764","11,185,654","522,667","2,359,935","56,503"
11:32:45,"2,950,917","21,509,253","4,796,989","11,208,356","522,879","2,360,677","56,522"
11:32:50,"2,951,964","21,498,826","4,799,157","11,182,392","523,032","2,361,439","56,541"
11:32:55,"2,952,666","21,500,750","4,800,867","11,178,898","523,187","2,361,816","56,558"
11:33:00,"2,953,106","21,512,513","4,802,260","11,192,903","523,326","2,362,187","56,569"
11:33:05,"2,953,711","21,512,314","4,803,785","11,195,793","523,473","2,362,579","56,580"
11:33:10,"2,954,557","21,502,954","4,805,512","11,175,088","523,630","2,363,093","56,591"
11:33:15,"2,955,389","21,491,140","4,807,435","11,181,796","523,760","2,363,487","56,604"
11:33:20,"2,956,135","21,484,922","4,809,254","11,194,242","523,993","2,364,192","56,629"
11:33:25,"2,956,896","21,491,355","4,810,994","11,188,680","524,114","2,364,785","56,639"
11:33:30,"2,957,530","21,494,285","4,812,612","11,194,849","524,285","2,365,661","56,658"
11:33:35,"2,958,255","21,483,343","4,814,429","11,193,987","524,492","2,366,728","56,681"
11:33:40,"2,958,919","21,493,957","4,816,031","11,171,499","524,727","2,367,715","56,711"
11:33:45,"2,959,680","21,491,708","4,817,844","11,175,024","524,941","2,368,572","56,731"
11:33:50,"2,960,550","21,502,800","4,819,726","11,197,918","525,137","2,369,286","56,754"
11:33:55,"2,961,955","21,496,496","4,822,110","11,192,181","525,352","2,369,915","56,779"
11:34:00,"2,962,901","21,504,308","4,824,058","11,198,112","525,533","2,370,680","56,800"
11:34:05,"2,963,819","21,505,511","4,825,906","11,188,893","525,735","2,371,358","56,818"
11:34:10,"2,964,707","21,511,784","4,827,847","11,211,237","525,910","2,371,848","56,834"
11:34:15,"2,965,457","21,505,417","4,829,706","11,209,156","526,115","2,372,832","56,852"
11:34:20,"2,966,539","21,494,564","4,832,019","11,195,642","526,299","2,373,693","56,875"
11:34:25,"2,967,614","21,512,409","4,834,376","11,233,526","526,487","2,374,336","56,891"
11:34:30,"2,968,326","21,507,900","4,836,131","11,218,270","526,644","2,374,693","56,905"
11:34:35,"2,969,166","21,504,617","4,838,116","11,209,415","526,810","2,375,370","56,921"
11:34:40,"2,969,772","21,506,706","4,839,992","11,211,232","526,953","2,375,707","56,939"
11:34:45,"2,970,901","21,497,562","4,842,119","11,214,354","527,087","2,376,555","56,953"
11:34:50,"2,971,817","21,511,374","4,844,146","11,219,652","527,252","2,376,915","56,967"
11:34:55,"2,972,639","21,512,138","4,846,025","11,219,700","527,356","2,377,144","56,976"
11:35:00,"2,973,561","21,521,636","4,848,110","11,231,911","527,495","2,377,452","56,986"
11:35:05,"2,974,464","21,514,066","4,850,059","11,235,815","527,657","2,377,885","57,002"
11:35:10,"2,975,369","21,514,793","4,852,007","11,230,983","527,821","2,378,380","57,016"
11:35:15,"2,976,035","21,511,554","4,853,662","11,228,262","527,960","2,378,805","57,029"
11:35:20,"2,976,605","21,521,966","4,855,165","11,219,224","528,199","2,379,824","57,047"
11:35:25,"2,977,064","21,523,671","4,856,672","11,219,813","528,350","2,380,245","57,063"
11:35:30,"2,977,692","21,530,732","4,858,252","11,222,567","528,490","2,380,628","57,073"
11:35:35,"2,978,364","21,521,507","4,859,935","11,241,858","528,625","2,381,041","57,085"
11:35:40,"2,978,998","21,523,933","4,861,699","11,239,703","528,757","2,381,336","57,096"
11:35:45,"2,979,618","21,522,293","4,863,273","11,233,803","528,951","2,382,082","57,118"
11:35:50,"2,980,421","21,524,949","4,865,108","11,233,303","529,149","2,382,494","57,136"
11:35:55,"2,980,996","21,523,880","4,866,794","11,228,540","529,300","2,382,881","57,150"
11:36:00,"2,982,153","21,515,701","4,868,991","11,227,629","529,451","2,383,195","57,164"
11:36:05,"2,982,871","21,520,638","4,870,679","11,237,305","529,593","2,383,536","57,180"
11:36:10,"2,983,710","21,521,774","4,872,852","11,231,747","529,713","2,383,783","57,189"
11:36:15,"2,984,171","21,527,071","4,874,332","11,225,619","529,816","2,384,025","57,198"
11:36:20,"2,984,986","21,533,086","4,876,318","11,238,985","529,950","2,384,451","57,210"
11:36:25,"2,985,359","21,541,629","4,877,775","11,255,120","530,078","2,384,757","57,221"
11:36:30,"2,985,894","21,540,984","4,879,323","11,235,622","530,204","2,384,982","57,233"
11:36:35,"2,986,453","21,542,459","4,880,713","11,230,962","530,350","2,385,274","57,250"
11:36:40,"2,987,124","21,540,266","4,882,376","11,237,634","530,490","2,386,202","57,273"
11:36:45,"2,987,974","21,534,366","4,884,203","11,230,261","530,631","2,386,725","57,290"
11:36:50,"2,988,470","21,540,535","4,885,803","11,247,272","530,750","2,387,098","57,302"
11:36:55,"2,989,284","21,532,435","4,887,484","11,228,881","530,907","2,387,578","57,316"
11:37:00,"2,990,417","21,528,439","4,889,564","11,225,303","531,082","2,388,209","57,341"
11:37:05,"2,991,336","21,531,614","4,891,518","11,230,152","531,248","2,388,810","57,360"
11:37:10,"2,992,277","21,536,392","4,893,264","11,223,983","531,378","2,389,085","57,372"
11:37:15,"2,992,893","21,536,206","4,894,925","11,241,752","531,516","2,389,399","57,391"
11:37:20,"2,993,758","21,535,656","4,896,939","11,240,014","531,729","2,389,914","57,419"
11:37:25,"2,994,233","21,535,526","4,898,486","11,237,049","531,889","2,390,669","57,440"
11:37:30,"2,994,833","21,534,441","4,900,170","11,254,290","532,045","2,391,092","57,455"
11:37:35,"2,995,248","21,527,810","4,901,604","11,244,256","532,194","2,391,526","57,471"
11:37:40,"2,996,261","21,527,392","4,903,579","11,232,172","532,343","2,391,911","57,484"
11:37:45,"2,996,796","21,536,285","4,905,194","11,258,848","532,470","2,392,375","57,497"
11:37:50,"2,997,356","21,541,580","4,906,912","11,252,984","532,592","2,392,655","57,512"
11:37:55,"2,997,757","21,540,546","4,908,392","11,238,949","532,738","2,393,678","57,533"
11:38:00,"2,998,657","21,530,311","4,910,406","11,243,630","532,899","2,394,042","57,548"
11:38:05,"2,999,361","21,532,714","4,912,072","11,239,154","533,007","2,394,321","57,557"
11:38:10,"2,999,872","21,538,781","4,913,609","11,251,143","533,150","2,394,827","57,569"
11:38:15,"3,000,370","21,536,416","4,915,215","11,248,371","533,285","2,395,245","57,581"
11:38:20,"3,001,271","21,514,292","4,917,128","11,246,397","533,437","2,395,778","57,594"
11:38:25,"3,001,766","21,532,461","4,918,689","11,242,222","533,569","2,396,179","57,607"
11:38:30,"3,002,305","21,540,154","4,920,211","11,231,785","533,714","2,396,687","57,618"
11:38:35,"3,002,953","21,528,288","4,921,916","11,260,621","533,900","2,397,337","57,635"
11:38:40,"3,003,852","21,516,215","4,923,870","11,234,152","534,061","2,398,531","57,650"
11:38:45,"3,004,477","21,529,127","4,925,370","11,208,753","534,196","2,399,184","57,667"
11:38:50,"3,005,357","21,520,002","4,927,311","11,221,050","534,355","2,399,782","57,681"
11:38:55,"3,005,973","21,523,644","4,929,214","11,243,867","534,535","2,400,259","57,705"
11:39:00,"3,006,586","21,516,398","4,930,804","11,233,478","534,686","2,400,789","57,728"
11:39:05,"3,007,402","21,518,069","4,932,701","11,230,717","534,836","2,401,190","57,748"
11:39:10,"3,008,074","21,505,446","4,934,455","11,239,394","534,984","2,401,505","57,761"
11:39:15,"3,009,057","21,501,658","4,936,550","11,258,568","535,143","2,402,019","57,783"
11:39:20,"3,009,845","21,500,102","4,938,395","11,242,656","535,288","2,402,636","57,799"
11:39:25,"3,010,821","21,488,276","4,940,566","11,256,110","535,431","2,403,009","57,815"
11:39:30,"3,011,384","21,493,034","4,942,111","11,246,101","535,575","2,403,538","57,830"
11:39:35,"3,012,118","21,471,849","4,943,789","11,232,550","535,706","2,403,972","57,842"
11:39:40,"3,012,625","21,493,789","4,945,323","11,265,505","535,854","2,404,796","57,856"
11:39:45,"3,013,648","21,494,356","4,947,476","11,241,981","536,038","2,405,366","57,876"
11:39:50,"3,014,300","21,505,667","4,949,051","11,240,753","536,268","2,405,975","57,898"
11:39:55,"3,014,890","21,525,636","4,950,609","11,254,171","536,433","2,406,401","57,911"
11:40:00,"3,015,415","21,526,292","4,952,034","11,260,720","536,598","2,406,759","57,926"
11:40:05,"3,016,184","21,525,019","4,953,754","11,250,506","536,826","2,407,315","57,951"
11:40:10,"3,016,775","21,522,452","4,955,499","11,284,068","536,978","2,407,689","57,968"
11:40:15,"3,017,696","21,507,298","4,957,465","11,275,860","537,129","2,408,474","57,983"
11:40:20,"3,018,841","21,492,301","4,959,552","11,260,684","537,322","2,409,024","58,006"
11:40:25,"3,019,781","21,504,502","4,961,496","11,230,053","537,515","2,409,527","58,021"
11:40:30,"3,020,830","21,517,757","4,963,364","11,252,837","537,659","2,409,827","58,035"
11:40:35,"3,021,394","21,533,636","4,965,014","11,237,765","537,835","2,410,364","58,052"
