query,exploreLink,rank,date
藝FUN券,/trends/explore?q=%E8%97%9DFUN%E5%88%B8&date=today+1-m&geo=TW,1,2020-07-17
陳玉珍,/trends/explore?q=%E9%99%B3%E7%8E%89%E7%8F%8D&date=today+1-m&geo=TW,2,2020-07-17
對馬戰鬼,/trends/explore?q=%E5%B0%8D%E9%A6%AC%E6%88%B0%E9%AC%BC&date=today+1-m&geo=TW,3,2020-07-17
張玉嬿,/trends/explore?q=%E5%BC%B5%E7%8E%89%E5%AC%BF&date=today+1-m&geo=TW,4,2020-07-17
大考中心,/trends/explore?q=%E5%A4%A7%E8%80%83%E4%B8%AD%E5%BF%83&date=today+1-m&geo=TW,5,2020-07-17
指考落點,/trends/explore?q=%E6%8C%87%E8%80%83%E8%90%BD%E9%BB%9E&date=today+1-m&geo=TW,6,2020-07-17
李建群,/trends/explore?q=%E6%9D%8E%E5%BB%BA%E7%BE%A4&date=today+1-m&geo=TW,7,2020-07-17
陳菊,/trends/explore?q=%E9%99%B3%E8%8F%8A&date=today+1-m&geo=TW,8,2020-07-17
博恩,/trends/explore?q=%E5%8D%9A%E6%81%A9&date=today+1-m&geo=TW,9,2020-07-17
指考放榜,/trends/explore?q=%E6%8C%87%E8%80%83%E6%94%BE%E6%A6%9C&date=today+1-m&geo=TW,10,2020-07-17
賴品妤,/trends/explore?q=%E8%B3%B4%E5%93%81%E5%A6%A4&date=today+1-m&geo=TW,11,2020-07-17
小米手環4C,/trends/explore?q=%E5%B0%8F%E7%B1%B3%E6%89%8B%E7%92%B04C&date=today+1-m&geo=TW,12,2020-07-17
宏碁,/trends/explore?q=%E5%AE%8F%E7%A2%81&date=today+1-m&geo=TW,13,2020-07-17
搖滾台中,/trends/explore?q=%E6%90%96%E6%BB%BE%E5%8F%B0%E4%B8%AD&date=today+1-m&geo=TW,14,2020-07-17
夏季旅展,/trends/explore?q=%E5%A4%8F%E5%AD%A3%E6%97%85%E5%B1%95&date=today+1-m&geo=TW,15,2020-07-17
生技展,/trends/explore?q=%E7%94%9F%E6%8A%80%E5%B1%95&date=today+1-m&geo=TW,16,2020-07-17
塵蟎,/trends/explore?q=%E5%A1%B5%E8%9F%8E&date=today+1-m&geo=TW,17,2020-07-17
老人與海,/trends/explore?q=%E8%80%81%E4%BA%BA%E8%88%87%E6%B5%B7&date=today+1-m&geo=TW,18,2020-07-17
高普考,/trends/explore?q=%E9%AB%98%E6%99%AE%E8%80%83&date=today+1-m&geo=TW,19,2020-07-17
吳念軒,/trends/explore?q=%E5%90%B3%E5%BF%B5%E8%BB%92&date=today+1-m&geo=TW,20,2020-07-17
三浦春馬,/trends/explore?q=%E4%B8%89%E6%B5%A6%E6%98%A5%E9%A6%AC&date=today+1-m&geo=TW,1,2020-07-18
動滋網,/trends/explore?q=%E5%8B%95%E6%BB%8B%E7%B6%B2&date=today+1-m&geo=TW,2,2020-07-18
周興哲,/trends/explore?q=%E5%91%A8%E8%88%88%E5%93%B2&date=today+1-m&geo=TW,3,2020-07-18
全中運,/trends/explore?q=%E5%85%A8%E4%B8%AD%E9%81%8B&date=today+1-m&geo=TW,4,2020-07-18
返校,/trends/explore?q=%E8%BF%94%E6%A0%A1&date=today+1-m&geo=TW,5,2020-07-18
日暈,/trends/explore?q=%E6%97%A5%E6%9A%88&date=today+1-m&geo=TW,6,2020-07-18
雷亞,/trends/explore?q=%E9%9B%B7%E4%BA%9E&date=today+1-m&geo=TW,7,2020-07-18
林瑞陽,/trends/explore?q=%E6%9E%97%E7%91%9E%E9%99%BD&date=today+1-m&geo=TW,8,2020-07-18
陳芳語,/trends/explore?q=%E9%99%B3%E8%8A%B3%E8%AA%9E&date=today+1-m&geo=TW,9,2020-07-18
林辰唏,/trends/explore?q=%E6%9E%97%E8%BE%B0%E5%94%8F&date=today+1-m&geo=TW,10,2020-07-18
佐藤健,/trends/explore?q=%E4%BD%90%E8%97%A4%E5%81%A5&date=today+1-m&geo=TW,11,2020-07-18
MotoGP,/trends/explore?q=MotoGP&date=today+1-m&geo=TW,12,2020-07-18
東出昌大,/trends/explore?q=%E6%9D%B1%E5%87%BA%E6%98%8C%E5%A4%A7&date=today+1-m&geo=TW,13,2020-07-18
運動券,/trends/explore?q=%E9%81%8B%E5%8B%95%E5%88%B8&date=today+1-m&geo=TW,14,2020-07-18
陳零九,/trends/explore?q=%E9%99%B3%E9%9B%B6%E4%B9%9D&date=today+1-m&geo=TW,15,2020-07-18
漁光島,/trends/explore?q=%E6%BC%81%E5%85%89%E5%B3%B6&date=today+1-m&geo=TW,16,2020-07-18
萊爾富口罩,/trends/explore?q=%E8%90%8A%E7%88%BE%E5%AF%8C%E5%8F%A3%E7%BD%A9&date=today+1-m&geo=TW,17,2020-07-18
方岑,/trends/explore?q=%E6%96%B9%E5%B2%91&date=today+1-m&geo=TW,18,2020-07-18
桃園夜市,/trends/explore?q=%E6%A1%83%E5%9C%92%E5%A4%9C%E5%B8%82&date=today+1-m&geo=TW,19,2020-07-18
葉毓蘭,/trends/explore?q=%E8%91%89%E6%AF%93%E8%98%AD&date=today+1-m&geo=TW,20,2020-07-18
農遊券,/trends/explore?q=%E8%BE%B2%E9%81%8A%E5%88%B8&date=today+1-m&geo=TW,1,2020-07-19
農遊券使用,/trends/explore?q=%E8%BE%B2%E9%81%8A%E5%88%B8%E4%BD%BF%E7%94%A8&date=today+1-m&geo=TW,2,2020-07-19
威力彩 開獎 時間,/trends/explore?q=%E5%A8%81%E5%8A%9B%E5%BD%A9+%E9%96%8B%E7%8D%8E+%E6%99%82%E9%96%93&date=today+1-m&geo=TW,3,2020-07-19
半澤直樹2,/trends/explore?q=%E5%8D%8A%E6%BE%A4%E7%9B%B4%E6%A8%B92&date=today+1-m&geo=TW,4,2020-07-19
菅原小春,/trends/explore?q=%E8%8F%85%E5%8E%9F%E5%B0%8F%E6%98%A5&date=today+1-m&geo=TW,5,2020-07-19
博恩,/trends/explore?q=%E5%8D%9A%E6%81%A9&date=today+1-m&geo=TW,6,2020-07-19
鍾漢良,/trends/explore?q=%E9%8D%BE%E6%BC%A2%E8%89%AF&date=today+1-m&geo=TW,7,2020-07-19
三春記,/trends/explore?q=%E4%B8%89%E6%98%A5%E8%A8%98&date=today+1-m&geo=TW,8,2020-07-19
楊謹華,/trends/explore?q=%E6%A5%8A%E8%AC%B9%E8%8F%AF&date=today+1-m&geo=TW,9,2020-07-19
美人魚,/trends/explore?q=%E7%BE%8E%E4%BA%BA%E9%AD%9A&date=today+1-m&geo=TW,10,2020-07-19
李小龍,/trends/explore?q=%E6%9D%8E%E5%B0%8F%E9%BE%8D&date=today+1-m&geo=TW,11,2020-07-19
動滋券,/trends/explore?q=%E5%8B%95%E6%BB%8B%E5%88%B8&date=today+1-m&geo=TW,1,2020-07-20
威力彩,/trends/explore?q=%E5%A8%81%E5%8A%9B%E5%BD%A9&date=today+1-m&geo=TW,2,2020-07-20
中職選秀,/trends/explore?q=%E4%B8%AD%E8%81%B7%E9%81%B8%E7%A7%80&date=today+1-m&geo=TW,3,2020-07-20
藝fun券店家,/trends/explore?q=%E8%97%9Dfun%E5%88%B8%E5%BA%97%E5%AE%B6&date=today+1-m&geo=TW,4,2020-07-20
浪漫客庄旅遊券,/trends/explore?q=%E6%B5%AA%E6%BC%AB%E5%AE%A2%E5%BA%84%E6%97%85%E9%81%8A%E5%88%B8&date=today+1-m&geo=TW,5,2020-07-20
客家券,/trends/explore?q=%E5%AE%A2%E5%AE%B6%E5%88%B8&date=today+1-m&geo=TW,6,2020-07-20
客庄券,/trends/explore?q=%E5%AE%A2%E5%BA%84%E5%88%B8&date=today+1-m&geo=TW,7,2020-07-20
客庄旅遊券,/trends/explore?q=%E5%AE%A2%E5%BA%84%E6%97%85%E9%81%8A%E5%88%B8&date=today+1-m&geo=TW,8,2020-07-20
緯創,/trends/explore?q=%E7%B7%AF%E5%89%B5&date=today+1-m&geo=TW,9,2020-07-20
00878,/trends/explore?q=00878&date=today+1-m&geo=TW,10,2020-07-20
中職選秀直播,/trends/explore?q=%E4%B8%AD%E8%81%B7%E9%81%B8%E7%A7%80%E7%9B%B4%E6%92%AD&date=today+1-m&geo=TW,11,2020-07-20
藝fun卷,/trends/explore?q=%E8%97%9Dfun%E5%8D%B7&date=today+1-m&geo=TW,12,2020-07-20
中油,/trends/explore?q=%E4%B8%AD%E6%B2%B9&date=today+1-m&geo=TW,13,2020-07-20
郵局振興券,/trends/explore?q=%E9%83%B5%E5%B1%80%E6%8C%AF%E8%88%88%E5%88%B8&date=today+1-m&geo=TW,14,2020-07-20
威力彩開獎時間,/trends/explore?q=%E5%A8%81%E5%8A%9B%E5%BD%A9%E9%96%8B%E7%8D%8E%E6%99%82%E9%96%93&date=today+1-m&geo=TW,15,2020-07-20
海灣新城,/trends/explore?q=%E6%B5%B7%E7%81%A3%E6%96%B0%E5%9F%8E&date=today+1-m&geo=TW,16,2020-07-20
許冠英,/trends/explore?q=%E8%A8%B1%E5%86%A0%E8%8B%B1&date=today+1-m&geo=TW,17,2020-07-20
藍又時,/trends/explore?q=%E8%97%8D%E5%8F%88%E6%99%82&date=today+1-m&geo=TW,18,2020-07-20
林子豪,/trends/explore?q=%E6%9E%97%E5%AD%90%E8%B1%AA&date=today+1-m&geo=TW,19,2020-07-20
藍鯨遊戲,/trends/explore?q=%E8%97%8D%E9%AF%A8%E9%81%8A%E6%88%B2&date=today+1-m&geo=TW,20,2020-07-20
藝FUN券,/trends/explore?q=%E8%97%9DFUN%E5%88%B8&date=today+1-m&geo=TW,1,2020-07-21
李眉蓁,/trends/explore?q=%E6%9D%8E%E7%9C%89%E8%93%81&date=today+1-m&geo=TW,2,2020-07-21
客庄卷,/trends/explore?q=%E5%AE%A2%E5%BA%84%E5%8D%B7&date=today+1-m&geo=TW,3,2020-07-21
勁戰六代,/trends/explore?q=%E5%8B%81%E6%88%B0%E5%85%AD%E4%BB%A3&date=today+1-m&geo=TW,4,2020-07-21
胡睿兒,/trends/explore?q=%E8%83%A1%E7%9D%BF%E5%85%92&date=today+1-m&geo=TW,5,2020-07-21
蔡阿嘎,/trends/explore?q=%E8%94%A1%E9%98%BF%E5%98%8E&date=today+1-m&geo=TW,6,2020-07-21
橫濱流星,/trends/explore?q=%E6%A9%AB%E6%BF%B1%E6%B5%81%E6%98%9F&date=today+1-m&geo=TW,7,2020-07-21
特戰女兵,/trends/explore?q=%E7%89%B9%E6%88%B0%E5%A5%B3%E5%85%B5&date=today+1-m&geo=TW,8,2020-07-21
我的婆婆,/trends/explore?q=%E6%88%91%E7%9A%84%E5%A9%86%E5%A9%86&date=today+1-m&geo=TW,9,2020-07-21
菜花,/trends/explore?q=%E8%8F%9C%E8%8A%B1&date=today+1-m&geo=TW,10,2020-07-21
蘇嘉全,/trends/explore?q=%E8%98%87%E5%98%89%E5%85%A8&date=today+1-m&geo=TW,11,2020-07-21
Nicki Minaj,/trends/explore?q=Nicki+Minaj&date=today+1-m&geo=TW,12,2020-07-21
Yamy,/trends/explore?q=Yamy&date=today+1-m&geo=TW,13,2020-07-21
藝FUN券 店家,/trends/explore?q=%E8%97%9DFUN%E5%88%B8+%E5%BA%97%E5%AE%B6&date=today+1-m&geo=TW,14,2020-07-21
青峰,/trends/explore?q=%E9%9D%92%E5%B3%B0&date=today+1-m&geo=TW,15,2020-07-21
愛之鯨,/trends/explore?q=%E6%84%9B%E4%B9%8B%E9%AF%A8&date=today+1-m&geo=TW,16,2020-07-21
藝fun券使用店家,/trends/explore?q=%E8%97%9Dfun%E5%88%B8%E4%BD%BF%E7%94%A8%E5%BA%97%E5%AE%B6&date=today+1-m&geo=TW,17,2020-07-21
託付寶,/trends/explore?q=%E8%A8%97%E4%BB%98%E5%AF%B6&date=today+1-m&geo=TW,18,2020-07-21
穿越火線,/trends/explore?q=%E7%A9%BF%E8%B6%8A%E7%81%AB%E7%B7%9A&date=today+1-m&geo=TW,19,2020-07-21
淨空法師,/trends/explore?q=%E6%B7%A8%E7%A9%BA%E6%B3%95%E5%B8%AB&date=today+1-m&geo=TW,20,2020-07-21
客庄券,/trends/explore?q=%E5%AE%A2%E5%BA%84%E5%88%B8&date=today+1-m&geo=TW,1,2020-07-22
李眉蓁,/trends/explore?q=%E6%9D%8E%E7%9C%89%E8%93%81&date=today+1-m&geo=TW,2,2020-07-22
中山大學,/trends/explore?q=%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%B8&date=today+1-m&geo=TW,3,2020-07-22
周士淵,/trends/explore?q=%E5%91%A8%E5%A3%AB%E6%B7%B5&date=today+1-m&geo=TW,4,2020-07-22
劉樂妍,/trends/explore?q=%E5%8A%89%E6%A8%82%E5%A6%8D&date=today+1-m&geo=TW,5,2020-07-22
大暑,/trends/explore?q=%E5%A4%A7%E6%9A%91&date=today+1-m&geo=TW,6,2020-07-22
ROG Phone 3,/trends/explore?q=ROG+Phone+3&date=today+1-m&geo=TW,7,2020-07-22
聯發科,/trends/explore?q=%E8%81%AF%E7%99%BC%E7%A7%91&date=today+1-m&geo=TW,8,2020-07-22
國民法官法,/trends/explore?q=%E5%9C%8B%E6%B0%91%E6%B3%95%E5%AE%98%E6%B3%95&date=today+1-m&geo=TW,9,2020-07-22
暗網,/trends/explore?q=%E6%9A%97%E7%B6%B2&date=today+1-m&geo=TW,10,2020-07-22
休士頓,/trends/explore?q=%E4%BC%91%E5%A3%AB%E9%A0%93&date=today+1-m&geo=TW,11,2020-07-22
恙蟲,/trends/explore?q=%E6%81%99%E8%9F%B2&date=today+1-m&geo=TW,12,2020-07-22
護照正名,/trends/explore?q=%E8%AD%B7%E7%85%A7%E6%AD%A3%E5%90%8D&date=today+1-m&geo=TW,13,2020-07-22
簡立喆,/trends/explore?q=%E7%B0%A1%E7%AB%8B%E5%96%86&date=today+1-m&geo=TW,14,2020-07-22
靈境殺戮,/trends/explore?q=%E9%9D%88%E5%A2%83%E6%AE%BA%E6%88%AE&date=today+1-m&geo=TW,15,2020-07-22
寇世勳,/trends/explore?q=%E5%AF%87%E4%B8%96%E5%8B%B3&date=today+1-m&geo=TW,16,2020-07-22
馬國畢,/trends/explore?q=%E9%A6%AC%E5%9C%8B%E7%95%A2&date=today+1-m&geo=TW,17,2020-07-22
玉晶光,/trends/explore?q=%E7%8E%89%E6%99%B6%E5%85%89&date=today+1-m&geo=TW,18,2020-07-22
阿拉斯加,/trends/explore?q=%E9%98%BF%E6%8B%89%E6%96%AF%E5%8A%A0&date=today+1-m&geo=TW,19,2020-07-22
袁惟仁,/trends/explore?q=%E8%A2%81%E6%83%9F%E4%BB%81&date=today+1-m&geo=TW,20,2020-07-22
威力彩開獎,/trends/explore?q=%E5%A8%81%E5%8A%9B%E5%BD%A9%E9%96%8B%E7%8D%8E&date=today+1-m&geo=TW,1,2020-07-23
聯電,/trends/explore?q=%E8%81%AF%E9%9B%BB&date=today+1-m&geo=TW,2,2020-07-23
NBA,/trends/explore?q=NBA&date=today+1-m&geo=TW,3,2020-07-23
鄭正鈐,/trends/explore?q=%E9%84%AD%E6%AD%A3%E9%88%90&date=today+1-m&geo=TW,4,2020-07-23
LOL,/trends/explore?q=LOL&date=today+1-m&geo=TW,5,2020-07-23
劉雨柔,/trends/explore?q=%E5%8A%89%E9%9B%A8%E6%9F%94&date=today+1-m&geo=TW,6,2020-07-23
瘦子,/trends/explore?q=%E7%98%A6%E5%AD%90&date=today+1-m&geo=TW,7,2020-07-23
吳佩蓉,/trends/explore?q=%E5%90%B3%E4%BD%A9%E8%93%89&date=today+1-m&geo=TW,8,2020-07-23
曾華崇,/trends/explore?q=%E6%9B%BE%E8%8F%AF%E5%B4%87&date=today+1-m&geo=TW,9,2020-07-23
威力彩對獎,/trends/explore?q=%E5%A8%81%E5%8A%9B%E5%BD%A9%E5%B0%8D%E7%8D%8E&date=today+1-m&geo=TW,10,2020-07-23
南湖大橋,/trends/explore?q=%E5%8D%97%E6%B9%96%E5%A4%A7%E6%A9%8B&date=today+1-m&geo=TW,11,2020-07-23
韓瑜,/trends/explore?q=%E9%9F%93%E7%91%9C&date=today+1-m&geo=TW,12,2020-07-23
黃靖倫,/trends/explore?q=%E9%BB%83%E9%9D%96%E5%80%AB&date=today+1-m&geo=TW,13,2020-07-23
威力彩機率,/trends/explore?q=%E5%A8%81%E5%8A%9B%E5%BD%A9%E6%A9%9F%E7%8E%87&date=today+1-m&geo=TW,14,2020-07-23
蔡壁如,/trends/explore?q=%E8%94%A1%E5%A3%81%E5%A6%82&date=today+1-m&geo=TW,15,2020-07-23
江祖平,/trends/explore?q=%E6%B1%9F%E7%A5%96%E5%B9%B3&date=today+1-m&geo=TW,16,2020-07-23
紓困3.0,/trends/explore?q=%E7%B4%93%E5%9B%B03.0&date=today+1-m&geo=TW,17,2020-07-23
彗星,/trends/explore?q=%E5%BD%97%E6%98%9F&date=today+1-m&geo=TW,18,2020-07-23
世界先進,/trends/explore?q=%E4%B8%96%E7%95%8C%E5%85%88%E9%80%B2&date=today+1-m&geo=TW,19,2020-07-23
AOMG,/trends/explore?q=AOMG&date=today+1-m&geo=TW,20,2020-07-23
Xpark,/trends/explore?q=Xpark&date=today+1-m&geo=TW,1,2020-07-24
台積電ADR,/trends/explore?q=%E5%8F%B0%E7%A9%8D%E9%9B%BBADR&date=today+1-m&geo=TW,2,2020-07-24
MLB,/trends/explore?q=MLB&date=today+1-m&geo=TW,3,2020-07-24
張進德,/trends/explore?q=%E5%BC%B5%E9%80%B2%E5%BE%B7&date=today+1-m&geo=TW,4,2020-07-24
特斯拉,/trends/explore?q=%E7%89%B9%E6%96%AF%E6%8B%89&date=today+1-m&geo=TW,5,2020-07-24
Garmin,/trends/explore?q=Garmin&date=today+1-m&geo=TW,6,2020-07-24
指考填志願,/trends/explore?q=%E6%8C%87%E8%80%83%E5%A1%AB%E5%BF%97%E9%A1%98&date=today+1-m&geo=TW,7,2020-07-24
返校,/trends/explore?q=%E8%BF%94%E6%A0%A1&date=today+1-m&geo=TW,8,2020-07-24
Taylor Swift,/trends/explore?q=Taylor+Swift&date=today+1-m&geo=TW,9,2020-07-24
伍佰,/trends/explore?q=%E4%BC%8D%E4%BD%B0&date=today+1-m&geo=TW,10,2020-07-24
帶輪子的家,/trends/explore?q=%E5%B8%B6%E8%BC%AA%E5%AD%90%E7%9A%84%E5%AE%B6&date=today+1-m&geo=TW,11,2020-07-24
莊祖宜,/trends/explore?q=%E8%8E%8A%E7%A5%96%E5%AE%9C&date=today+1-m&geo=TW,12,2020-07-24
杏林醫院,/trends/explore?q=%E6%9D%8F%E6%9E%97%E9%86%AB%E9%99%A2&date=today+1-m&geo=TW,13,2020-07-24
雙贏彩,/trends/explore?q=%E9%9B%99%E8%B4%8F%E5%BD%A9&date=today+1-m&geo=TW,14,2020-07-24
焦糖哥哥,/trends/explore?q=%E7%84%A6%E7%B3%96%E5%93%A5%E5%93%A5&date=today+1-m&geo=TW,15,2020-07-24
林采緹,/trends/explore?q=%E6%9E%97%E9%87%87%E7%B7%B9&date=today+1-m&geo=TW,16,2020-07-24
羅文嘉,/trends/explore?q=%E7%BE%85%E6%96%87%E5%98%89&date=today+1-m&geo=TW,17,2020-07-24
國民黨中央黨部,/trends/explore?q=%E5%9C%8B%E6%B0%91%E9%BB%A8%E4%B8%AD%E5%A4%AE%E9%BB%A8%E9%83%A8&date=today+1-m&geo=TW,18,2020-07-24
萊爾富口罩,/trends/explore?q=%E8%90%8A%E7%88%BE%E5%AF%8C%E5%8F%A3%E7%BD%A9&date=today+1-m&geo=TW,19,2020-07-24
中科院,/trends/explore?q=%E4%B8%AD%E7%A7%91%E9%99%A2&date=today+1-m&geo=TW,20,2020-07-24
統一發票,/trends/explore?q=%E7%B5%B1%E4%B8%80%E7%99%BC%E7%A5%A8&date=today+1-m&geo=TW,1,2020-07-25
發票兌獎,/trends/explore?q=%E7%99%BC%E7%A5%A8%E5%85%8C%E7%8D%8E&date=today+1-m&geo=TW,2,2020-07-25
龍洞,/trends/explore?q=%E9%BE%8D%E6%B4%9E&date=today+1-m&geo=TW,3,2020-07-25
財政部,/trends/explore?q=%E8%B2%A1%E6%94%BF%E9%83%A8&date=today+1-m&geo=TW,4,2020-07-25
草東沒有派對,/trends/explore?q=%E8%8D%89%E6%9D%B1%E6%B2%92%E6%9C%89%E6%B4%BE%E5%B0%8D&date=today+1-m&geo=TW,5,2020-07-25
中央氣象,/trends/explore?q=%E4%B8%AD%E5%A4%AE%E6%B0%A3%E8%B1%A1&date=today+1-m&geo=TW,6,2020-07-25
雖然是精神病但沒關係11,/trends/explore?q=%E9%9B%96%E7%84%B6%E6%98%AF%E7%B2%BE%E7%A5%9E%E7%97%85%E4%BD%86%E6%B2%92%E9%97%9C%E4%BF%8211&date=today+1-m&geo=TW,7,2020-07-25
林子偉,/trends/explore?q=%E6%9E%97%E5%AD%90%E5%81%89&date=today+1-m&geo=TW,8,2020-07-25
唐娟,/trends/explore?q=%E5%94%90%E5%A8%9F&date=today+1-m&geo=TW,9,2020-07-25
統一發票56月,/trends/explore?q=%E7%B5%B1%E4%B8%80%E7%99%BC%E7%A5%A856%E6%9C%88&date=today+1-m&geo=TW,10,2020-07-25
Pokemon GO,/trends/explore?q=Pokemon+GO&date=today+1-m&geo=TW,11,2020-07-25
瑤山宮,/trends/explore?q=%E7%91%A4%E5%B1%B1%E5%AE%AE&date=today+1-m&geo=TW,12,2020-07-25
破局,/trends/explore?q=%E7%A0%B4%E5%B1%80&date=today+1-m&geo=TW,13,2020-07-25
林逸欣,/trends/explore?q=%E6%9E%97%E9%80%B8%E6%AC%A3&date=today+1-m&geo=TW,14,2020-07-25
AMD 股價,/trends/explore?q=AMD+%E8%82%A1%E5%83%B9&date=today+1-m&geo=TW,15,2020-07-25
化骨水,/trends/explore?q=%E5%8C%96%E9%AA%A8%E6%B0%B4&date=today+1-m&geo=TW,16,2020-07-25
成都領事館,/trends/explore?q=%E6%88%90%E9%83%BD%E9%A0%98%E4%BA%8B%E9%A4%A8&date=today+1-m&geo=TW,17,2020-07-25
威力彩,/trends/explore?q=%E5%A8%81%E5%8A%9B%E5%BD%A9&date=today+1-m&geo=TW,1,2020-07-26
地震,/trends/explore?q=%E5%9C%B0%E9%9C%87&date=today+1-m&geo=TW,2,2020-07-26
客庄券,/trends/explore?q=%E5%AE%A2%E5%BA%84%E5%88%B8&date=today+1-m&geo=TW,3,2020-07-26
許崑源,/trends/explore?q=%E8%A8%B1%E5%B4%91%E6%BA%90&date=today+1-m&geo=TW,4,2020-07-26
館長兒子,/trends/explore?q=%E9%A4%A8%E9%95%B7%E5%85%92%E5%AD%90&date=today+1-m&geo=TW,5,2020-07-26
氣象局,/trends/explore?q=%E6%B0%A3%E8%B1%A1%E5%B1%80&date=today+1-m&geo=TW,6,2020-07-26
探索夢號,/trends/explore?q=%E6%8E%A2%E7%B4%A2%E5%A4%A2%E8%99%9F&date=today+1-m&geo=TW,7,2020-07-26
何猷啟,/trends/explore?q=%E4%BD%95%E7%8C%B7%E5%95%9F&date=today+1-m&geo=TW,8,2020-07-26
中央氣象局地震,/trends/explore?q=%E4%B8%AD%E5%A4%AE%E6%B0%A3%E8%B1%A1%E5%B1%80%E5%9C%B0%E9%9C%87&date=today+1-m&geo=TW,9,2020-07-26
甘迺迪,/trends/explore?q=%E7%94%98%E8%BF%BA%E8%BF%AA&date=today+1-m&geo=TW,10,2020-07-26
張景嵐,/trends/explore?q=%E5%BC%B5%E6%99%AF%E5%B5%90&date=today+1-m&geo=TW,11,2020-07-26
張藝興,/trends/explore?q=%E5%BC%B5%E8%97%9D%E8%88%88&date=today+1-m&geo=TW,12,2020-07-26
蕭美琴,/trends/explore?q=%E8%95%AD%E7%BE%8E%E7%90%B4&date=today+1-m&geo=TW,13,2020-07-26
SSAK3,/trends/explore?q=SSAK3&date=today+1-m&geo=TW,14,2020-07-26
姚晨,/trends/explore?q=%E5%A7%9A%E6%99%A8&date=today+1-m&geo=TW,15,2020-07-26
新月沙灘,/trends/explore?q=%E6%96%B0%E6%9C%88%E6%B2%99%E7%81%98&date=today+1-m&geo=TW,16,2020-07-26
開天門,/trends/explore?q=%E9%96%8B%E5%A4%A9%E9%96%80&date=today+1-m&geo=TW,17,2020-07-26
征途,/trends/explore?q=%E5%BE%81%E9%80%94&date=today+1-m&geo=TW,18,2020-07-26
虎爺生日,/trends/explore?q=%E8%99%8E%E7%88%BA%E7%94%9F%E6%97%A5&date=today+1-m&geo=TW,19,2020-07-26
新北特惠券,/trends/explore?q=%E6%96%B0%E5%8C%97%E7%89%B9%E6%83%A0%E5%88%B8&date=today+1-m&geo=TW,20,2020-07-26
台積電,/trends/explore?q=%E5%8F%B0%E7%A9%8D%E9%9B%BB&date=today+1-m&geo=TW,1,2020-07-27
潘瑋柏,/trends/explore?q=%E6%BD%98%E7%91%8B%E6%9F%8F&date=today+1-m&geo=TW,2,2020-07-27
金價,/trends/explore?q=%E9%87%91%E5%83%B9&date=today+1-m&geo=TW,3,2020-07-27
徐佳瑩,/trends/explore?q=%E5%BE%90%E4%BD%B3%E7%91%A9&date=today+1-m&geo=TW,4,2020-07-27
泰國移工,/trends/explore?q=%E6%B3%B0%E5%9C%8B%E7%A7%BB%E5%B7%A5&date=today+1-m&geo=TW,5,2020-07-27
0050,/trends/explore?q=0050&date=today+1-m&geo=TW,6,2020-07-27
聯發科,/trends/explore?q=%E8%81%AF%E7%99%BC%E7%A7%91&date=today+1-m&geo=TW,7,2020-07-27
青年創業貸款,/trends/explore?q=%E9%9D%92%E5%B9%B4%E5%89%B5%E6%A5%AD%E8%B2%B8%E6%AC%BE&date=today+1-m&geo=TW,8,2020-07-27
開獎,/trends/explore?q=%E9%96%8B%E7%8D%8E&date=today+1-m&geo=TW,9,2020-07-27
陳雅琳,/trends/explore?q=%E9%99%B3%E9%9B%85%E7%90%B3&date=today+1-m&geo=TW,10,2020-07-27
徐樂眉,/trends/explore?q=%E5%BE%90%E6%A8%82%E7%9C%89&date=today+1-m&geo=TW,11,2020-07-27
新北振興168,/trends/explore?q=%E6%96%B0%E5%8C%97%E6%8C%AF%E8%88%88168&date=today+1-m&geo=TW,12,2020-07-27
Intel,/trends/explore?q=Intel&date=today+1-m&geo=TW,13,2020-07-27
陳智菡,/trends/explore?q=%E9%99%B3%E6%99%BA%E8%8F%A1&date=today+1-m&geo=TW,14,2020-07-27
大立光,/trends/explore?q=%E5%A4%A7%E7%AB%8B%E5%85%89&date=today+1-m&geo=TW,15,2020-07-27
星期一的豐滿,/trends/explore?q=%E6%98%9F%E6%9C%9F%E4%B8%80%E7%9A%84%E8%B1%90%E6%BB%BF&date=today+1-m&geo=TW,16,2020-07-27
大谷翔平,/trends/explore?q=%E5%A4%A7%E8%B0%B7%E7%BF%94%E5%B9%B3&date=today+1-m&geo=TW,17,2020-07-27
亂世佳人,/trends/explore?q=%E4%BA%82%E4%B8%96%E4%BD%B3%E4%BA%BA&date=today+1-m&geo=TW,18,2020-07-27
閃電狼,/trends/explore?q=%E9%96%83%E9%9B%BB%E7%8B%BC&date=today+1-m&geo=TW,19,2020-07-27
比特幣,/trends/explore?q=%E6%AF%94%E7%89%B9%E5%B9%A3&date=today+1-m&geo=TW,20,2020-07-27
動滋券,/trends/explore?q=%E5%8B%95%E6%BB%8B%E5%88%B8&date=today+1-m&geo=TW,1,2020-07-28
